id,happiness,birth,edu,income,floor_area,height_cm,weight_jin,health,media_5
637,4,1953,4,20000,245,160,104,4,1
638,3,1987,7,50000,80,157,98,4,5
639,4,1951,1,10000,89,156,150,4,1
640,4,1962,4,25000,70,168,130,4,1
641,4,1940,1,12000,65,172,59,4,1
642,4,1968,4,3000,200,159,110,4,1
643,5,1945,1,20000,90,165,146,2,1
644,4,1960,4,30000,400,167,132,4,1
645,4,1994,5,36000,40,180,130,4,5
646,1,1976,3,-3,160,150,128,3,1
647,5,1967,3,8000,100,168,150,5,1
648,4,1981,4,0,35,165,50,4,5
649,4,1970,4,12000,80,158,120,4,1
650,2,1969,4,0,100,166,90,3,1
651,5,1937,1,0,80,160,120,4,1
652,5,1957,3,12000,200,165,125,5,1
653,5,1991,6,0,98,158,100,5,5
654,4,1960,3,30000,110,165,150,3,4
655,4,1987,4,30000,20,177,200,5,2
656,5,1950,3,13080,56.6,163,160,3,1
657,4,1950,3,6000,150,165,100,4,1
658,4,1977,4,20000,40,166,140,4,4
659,5,1936,4,32000,138,171,146,4,1
660,3,1960,3,20000,80,169,120,4,1
661,4,1986,10,13500,120,182,130,4,5
662,5,1981,3,150000,660,175,150,5,5
663,5,1941,7,45000,43,162,143,3,1
664,5,1975,3,10000,240,175,140,4,1
665,5,1978,4,13000,96,175,180,5,5
666,4,1958,1,5000,130,155,98,4,1
667,4,1958,7,30000,51,162,150,3,5
668,3,1961,6,20000,72,163,130,4,1
669,2,1958,1,2000,50,155,130,1,1
670,3,1953,4,0,200,168,92,2,1
671,4,1958,1,3300,150,162,100,2,1
672,4,1992,10,4000,80,174,96,4,4
673,5,1983,4,40000,90,160,106,5,4
674,4,1973,1,8000,200,158,160,3,1
675,4,1982,12,240000,119,165,100,5,5
676,3,1952,3,20000,35,174,150,2,2
677,4,1964,3,3000,200,155,100,3,1
678,3,1955,3,0,160,170,120,3,1
679,4,1975,3,3000,150,158,90,3,1
680,4,1955,1,0,80,160,120,4,1
681,3,1956,3,4000,100,165,100,4,1
682,3,1970,4,110000,400,160,90,3,4
683,5,1966,1,30000,90,158,140,3,1
684,4,1947,1,3580,200,150,110,4,1
685,3,1972,7,50000,200,152,130,5,2
686,4,1967,3,48000,200,172,130,5,4
687,3,1993,12,0,90,160,100,4,5
688,4,1958,3,24000,80,159,126,4,1
689,4,1929,1,0,400,158,90,2,2
690,4,1994,4,80000,135,182,160,5,5
691,4,1949,4,10000,400,160,120,3,1
692,4,1975,4,2000,80,160,100,5,1
693,3,1983,4,15000,200,163,116,3,5
694,5,1930,1,0,70,170,140,2,1
695,4,1994,12,0,100,170,110,4,5
696,3,1967,3,1000,100,155,90,4,1
697,4,1940,3,1680,16,162,120,4,1
698,4,1963,4,10000,24,175,128,3,1
699,4,1987,6,36000,78,160,120,5,5
700,4,1962,3,6000,180,155,92,3,1
701,4,1966,12,70000,105,160,120,5,5
702,4,1947,3,40000,60,172,150,4,4
703,4,1955,3,7500,120,155,120,3,1
704,4,1990,4,80000,25,170,120,5,4
705,4,1957,4,5000,100,157,137,4,1
706,5,1951,4,50000,78,160,124,4,1
707,5,1985,6,100000,10,178,140,3,5
708,3,1931,3,36000,70,173,120,2,1
709,4,1946,10,40000,72,167,124,4,2
710,4,1975,3,10000,53,174,186,5,1
711,5,1936,1,50,120,160,80,1,3
712,2,1966,3,15000,120,156,126,1,1
713,1,1953,3,30000,36,170,130,2,1
714,4,1957,4,22000,60,158,95,4,1
715,3,1974,4,10000,50,170,120,2,4
716,4,1944,3,12660,100,163,105,3,1
717,4,1972,3,50000,70,160,130,3,1
718,4,1959,4,10000,80,175,120,4,5
719,2,1955,1,500,30,170,110,1,1
720,4,1940,1,25000,73,168,126,3,1
721,5,1992,10,60000,70,155,98,5,5
722,4,1992,6,18000,120,162,100,4,4
723,4,1955,1,20000,200,155,100,4,1
724,2,1978,4,-3,67,158,100,4,3
725,4,1995,7,0,192,165,120,3,5
726,5,1990,10,28000,58.6,162,140,5,5
727,3,1971,3,3000,140,147,97,3,1
728,4,1982,6,10000,150,178,150,4,3
729,1,1944,6,20000,70,161,100,3,1
730,5,1969,1,6000,200,155,105,3,1
731,4,1986,6,40000,300,163,110,4,2
732,4,1975,6,20000,230,178,170,4,1
733,4,1974,1,800,230,148,115,4,1
734,4,1966,10,6000,240,170,150,5,1
735,2,1941,1,0,97,155,112,3,1
736,4,1986,6,90000,90,170,150,5,4
737,4,1986,12,60000,55,180,130,5,5
738,4,1997,12,18000,100,172,125,5,5
739,4,1981,7,12000,80,150,80,3,5
740,4,1978,6,30000,20,172,140,5,3
741,5,1989,4,20000,30,150,90,4,3
742,4,1950,2,3000,100,158,98,3,1
743,3,1969,3,15000,102,170,170,2,1
744,4,1964,1,20000,20,156,110,4,1
745,4,1948,4,720,80,150,85,2,1
746,4,1996,6,0,50,168,110,5,4
747,4,1940,1,30000,80,165,102,5,1
748,4,1956,1,10000,80,170,140,4,2
749,4,1982,4,10000,90,170,140,3,4
750,4,1952,4,25000,34,167,130,4,3
751,5,1933,1,600,100,160,90,4,1
752,5,1958,4,20000,90,163,136,2,4
753,3,1953,1,-2,160,155,110,5,1
754,4,1970,12,-3,116,170,160,5,4
755,4,1980,5,100000,40,168,110,4,5
756,4,1976,3,20000,120,160,102,4,5
757,4,1995,12,800,100,161,95,5,4
758,4,1938,1,0,80,160,80,5,1
759,4,1972,4,60000,95,164,134,4,4
760,3,1945,3,0,160,162,90,4,1
761,1,1963,3,25000,360,160,100,3,2
762,4,1988,12,10000,67.4,162,106,5,5
763,4,1963,4,2500,200,172,116,4,1
764,4,1984,4,30000,80,158,100,4,5
765,4,1985,12,200000,69,174,148,4,5
766,5,1975,9,100000,150,171,120,5,5
767,5,1966,4,60000,70,155,110,4,1
768,5,1941,6,32400,86.6,160,98,4,1
769,4,1973,4,0,130,162,130,4,1
770,4,1941,3,780,120,155,120,4,1
771,5,1952,4,40800,60,160,102,4,5
772,5,1957,4,26000,53,160,130,3,1
773,3,1954,4,30000,40,159,150,2,1
774,3,1962,4,7000,50,175,120,5,1
775,4,1972,4,100000,90,165,130,3,2
776,4,1937,10,80000,151,176,160,3,5
777,3,1970,6,50000,63,155,98,4,4
778,4,1970,3,-2,98,160,120,5,3
779,5,1989,4,12000,170,175,160,4,4
780,3,1990,13,48000,67,189,160,4,4
781,4,1963,1,0,90,160,120,2,1
782,5,1954,7,48000,40,168,120,4,1
783,4,1956,6,0,145,155,100,4,4
784,3,1954,4,24000,110,160,120,2,1
785,5,1945,6,34632,160,158,130,2,4
786,4,1964,4,6000,150,165,115,4,1
787,4,1963,4,0,70,183,180,2,1
788,4,1941,7,36000,60,160,132,3,1
789,5,1954,10,36000,80,160,140,4,1
790,3,1992,4,15000,60,163,110,4,3
791,3,1949,4,35000,60,170,126,3,1
792,4,1961,4,1000,450,155,98,4,1
793,3,1954,1,0,180,155,130,1,1
794,4,1976,9,12000,70,150,102,4,4
795,5,1955,6,14000,90,179,130,5,3
796,3,1953,1,1000,60,158,106,3,1
797,4,1975,4,20000,90,165,136,5,3
798,2,1964,6,30000,80,170,116,4,1
799,3,1963,6,0,12,157,130,3,1
800,4,1955,3,15000,50,167,105,4,2
801,2,1957,3,10000,200,174,140,5,1
802,4,1941,5,24000,65,162,120,2,2
803,5,1949,3,-1,90,154,90,1,1
804,4,1937,1,7200,54,156,110,4,1
805,4,1954,9,60000,74,158,120,5,2
806,3,1945,3,36000,79,160,95,4,1
807,5,1948,3,0,84,160,100,3,1
808,4,1973,4,8000,100,160,160,3,1
809,4,1985,6,20000,91,162,96,5,4
810,4,1964,1,24000,70,168,140,5,1
811,4,1981,11,30000,220,175,130,4,3
812,4,1965,4,15000,140,165,128,4,2
813,3,1964,3,8000,200,165,160,4,1
814,5,1951,6,4000,140,171,135,4,1
815,4,1955,3,40000,88,170,110,3,1
816,4,1983,9,25000,87,160,100,4,5
817,4,1948,1,0,80,160,104,4,1
818,4,1956,4,10000,200,178,120,4,1
819,1,1960,1,4000,70,170,110,1,1
820,4,1983,4,30000,100,169,120,4,2
821,2,1971,4,4000,60,170,130,2,1
822,3,1976,3,17000,140,169,160,4,1
823,1,1962,4,10000,150,163,120,4,1
824,4,1956,1,2000,100,165,125,3,1
825,4,1961,4,20000,100,167,130,5,1
826,4,1970,4,24000,90,170,135,3,1
827,4,1955,10,24000,240,177,160,4,3
828,4,1944,3,0,160,155,80,5,1
829,3,1980,4,10000,100,155,98,4,2
830,3,1995,6,-1,400,160,110,5,5
831,4,1940,1,0,100,145,126,2,1
832,4,1962,4,30000,200,165,130,3,1
833,4,1991,10,28000,149,164,108,4,5
834,5,1947,4,48000,57,165,120,3,1
835,5,1991,12,30000,130,180,140,5,5
836,4,1936,3,12000,40,162,105,5,1
837,1,1971,1,0,100,150,150,1,5
838,5,1980,6,24000,200,157,94,5,4
839,5,1942,6,18000,85,168,130,2,4
840,4,1955,3,40000,35,160,100,5,1
841,4,1971,3,10000,130,154,96,2,1
842,3,1933,4,80400,38.5,170,140,2,1
843,4,1962,7,10000,300,156,124,4,1
844,3,1980,6,10000,150,172,130,5,2
845,4,1960,3,80000,64,173,168,3,1
846,4,1987,12,70000,100,168,110,4,4
847,2,1961,1,-2,200,155,120,4,1
848,3,1948,1,20000,40,165,120,4,1
849,2,1968,3,0,288,150,102,4,1
850,3,1926,3,-2,60,160,80,2,1
851,4,1980,4,50000,580,170,140,4,1
852,4,1945,7,24000,113,169,130,2,3
853,4,1985,5,36000,60,175,140,4,5
854,4,1948,3,400000,48,174,110,4,1
855,4,1958,3,0,40,160,85,1,1
856,2,1953,3,5000,120,156,96,5,1
857,4,1960,9,45000,90,166,130,3,3
858,4,1943,1,9000,40,145,80,2,1
859,4,1997,6,0,180,170,110,4,5
860,4,1957,6,50000,40,153,106,4,5
861,4,1970,4,70000,200,155,120,4,1
862,2,1946,1,-3,75,150,78,3,1
863,3,1951,4,22000,29,168,120,3,1
864,3,1942,3,5000,150,158,90,2,1
865,4,1950,3,8000,120,165,120,2,1
866,4,1978,10,50000,100,170,130,4,4
867,5,1945,3,-1,62,168,130,1,1
868,4,1975,3,50000,150,160,98,4,3
869,4,1972,3,8000,160,165,120,4,1
870,4,1995,12,-1,90,170,130,5,5
871,4,1964,4,30000,55,166,120,2,4
872,3,1995,10,0,60,174,130,4,4
873,3,1970,12,100000,68,163,120,4,5
874,4,1970,3,0,120,150,140,2,1
875,3,1967,4,100000,9,170,160,4,1
876,2,1972,12,80000,120,178,160,4,4
877,5,1990,12,5000,73,160,96,5,5
878,4,1973,1,20000,120,158,109,3,1
879,3,1969,3,20000,150,170,130,3,2
880,4,1961,4,50000,110,172,160,5,2
881,5,1990,7,160000,30,178,124,4,5
882,4,1991,4,18000,30,165,120,4,5
883,4,1939,3,10000,300,163,110,2,1
884,4,1963,6,10000,300,165,130,4,1
885,4,1972,3,0,180,154,102,2,1
886,4,1982,13,80000,97,181,140,5,5
887,5,1986,7,25000,300,178,130,4,4
888,4,1968,4,18000,54.3,168,136,5,5
889,2,1936,1,0,120,166,130,2,1
890,5,1957,7,45000,100,162,140,5,3
891,4,1985,4,10000,120,160,120,5,5
892,4,1963,4,30000,30,158,106,5,1
893,3,1970,3,7000,120,155,90,2,1
894,4,1995,6,0,120,163,100,4,4
895,4,1963,4,20000,60,163,130,3,1
896,3,1941,1,20000,100,160,90,3,1
897,5,1980,7,90000,90,158,104,5,4
898,4,1936,1,18000,65,158,143,2,1
899,2,1967,3,5000,87,158,100,1,1
900,4,1965,4,10000,90,170,200,4,1
901,3,1955,1,30000,110,170,130,3,1
902,4,1962,4,30000,120,178,130,4,1
903,1,1967,9,96000,72.3,168,120,3,5
904,5,1997,4,0,80,168,96,5,5
905,3,1968,3,10000,200,167,140,4,1
906,4,1965,4,10000,100,158,102,2,1
907,5,1950,3,720,150,150,85,4,1
908,4,1952,4,0,93,165,100,4,1
909,4,1942,1,3660,115,150,75,4,1
910,4,1972,4,50000,200,170,160,5,1
911,5,1967,3,10000,12,170,140,1,2
912,4,1946,12,42000,120,158,140,3,2
913,5,1955,4,40000,60,163,120,4,5
914,3,1968,1,20000,85,147,92,2,3
915,4,1956,3,5000,130,175,146,2,1
916,4,1962,4,15000,200,165,145,4,3
917,3,1973,4,150000,60,165,106,3,4
918,4,1989,10,30000,57,170,150,5,5
919,5,1996,4,18000,90,165,114,5,5
920,3,1949,1,1000,100,167,90,2,1
921,3,1965,4,30000,80,160,140,4,1
922,5,1976,4,10000,70,155,110,3,1
923,4,1941,1,1800,100,160,150,2,1
924,4,1936,10,58000,44,163,130,3,1
925,4,1982,3,0,300,158,140,5,5
926,4,1954,6,2500,72,160,120,4,1
927,4,1980,9,-3,89,169,120,5,5
928,4,1981,4,0,54,161,110,3,2
929,5,1967,12,50000,125,160,130,4,4
930,4,1955,1,5000,100,170,120,4,1
931,3,1932,1,5000,50,155,80,2,1
932,4,1994,4,48000,50,162,125,5,5
933,4,1950,3,20000,120,172,150,4,1
934,4,1958,3,8000,40,150,105,2,1
935,4,1956,3,12000,90,156,104,2,1
936,4,1990,6,0,70,150,100,4,3
937,4,1986,12,50000,150,160,104,4,4
938,4,1965,9,100000,70,173,160,4,2
939,4,1959,12,150000,103,170,120,4,4
940,4,1939,3,30000,35,157,144,4,2
941,4,1975,4,60000,240,170,150,4,1
942,4,1981,3,20000,100,170,120,5,1
943,5,1977,6,24000,130,170,140,4,5
944,4,1963,4,20000,62.5,168,157,2,1
945,2,1943,3,0,50,161,90,4,1
946,4,1974,4,0,50,153,120,5,1
947,4,1967,3,60000,90,170,130,4,1
948,4,1973,4,5000,50,168,144,5,2
949,4,1957,3,50000,120,168,140,4,1
950,4,1958,1,60000,240,180,150,5,1
951,4,1967,4,10000,200,155,98,4,1
952,4,1952,1,10000,130,160,100,3,1
953,4,1956,3,-3,85,170,120,4,1
954,5,1955,1,10000,200,155,100,4,1
955,2,1995,10,0,100,175,127,4,5
956,4,1962,1,-1,100,168,140,5,1
957,4,1971,3,36000,200,165,130,4,1
958,3,1973,3,10000,110,155,105,3,1
959,5,1939,3,660,50,160,105,4,1
960,3,1965,3,10000,50,160,120,4,1
961,3,1978,4,80000,30,172,158,3,3
962,4,1961,4,60000,100,158,125,3,5
963,4,1962,6,-1,80,160,95,4,4
964,4,1949,4,24000,55,165,125,3,1
965,4,1985,10,90000,90,168,170,4,5
966,3,1971,10,20000,65,160,110,4,4
967,4,1945,3,20400,64,155,140,2,1
968,4,1947,8,26400,37.9,151,130,3,1
969,3,1957,4,20000,60,175,140,4,1
970,4,1985,7,70000,97,180,168,5,5
971,4,1956,6,18000,63,174,150,4,4
972,2,1935,1,0,40,150,60,2,1
973,4,1948,3,200,130,163,93,4,1
974,4,1962,3,0,170,155,80,4,1
975,4,1955,6,40000,59,174,174,3,5
976,4,1956,3,10000,70,155,140,2,1
977,4,1987,10,60000,60,180,160,5,5
978,4,1967,1,20000,140,155,105,4,1
979,5,1950,3,21600,90,164,146,2,1
980,5,1943,3,12000,120,170,140,4,4
981,5,1968,3,25000,67,182,180,5,1
982,5,1994,11,0,100,162,98,4,5
983,4,1943,12,55200,85,163,116,3,1
984,2,1972,6,15000,60,171,140,2,1
985,4,1946,1,1200,120,168,120,3,1
986,4,1940,1,20000,200,170,135,4,1
987,5,1993,12,2000,180,158,110,5,4
988,4,1984,12,120000,70,172,150,5,5
989,4,1955,11,40000,170,170,140,4,5
990,4,1941,7,36000,300,176,120,4,1
991,3,1989,6,-2,80,155,100,5,4
992,4,1960,4,70000,160,165,145,3,2
993,4,1963,4,25000,17,175,140,5,3
994,4,1940,3,960,45,150,100,3,1
995,4,1972,6,50000,140,165,100,5,5
996,4,1940,3,0,190,170,140,4,1
997,4,1937,1,4000,108,172,108,4,1
998,4,1952,3,7000,110,155,125,3,1
999,5,1954,4,40000,60,163,140,3,4
1000,5,1955,1,1000,120,160,110,5,1
1001,5,1984,4,60000,120,165,120,5,5
1002,3,1969,3,0,120,160,136,1,1
1003,4,1955,3,120000,103,158,120,3,5
1004,4,1974,3,0,125,160,110,4,1
1005,5,1947,3,30000,39,160,118,5,1
1006,4,1956,4,20000,70,170,140,4,1
1007,4,1978,6,10000,110,176,150,4,5
1008,4,1951,4,10000,130,160,110,3,1
1009,5,1988,3,40000,110,165,97,4,5
1010,3,1994,12,0,100,171,120,4,5
1011,4,1955,6,12000,90,170,140,4,1
1012,3,1961,4,0,52,162,60,3,1
1013,4,1955,4,10000,63,172,140,4,1
1014,4,1965,3,20000,100,158,105,2,3
1015,4,1957,3,3000,105,170,120,4,1
1016,5,1997,6,0,80,178,126,5,4
1017,4,1965,3,600000,120,160,110,3,2
1018,4,1937,4,720,40,170,90,2,1
1019,2,1960,4,0,80,172,130,1,1
1020,2,1968,3,10000,100,165,110,2,1
1021,3,1969,4,20000,115,177,180,5,3
1022,4,1971,6,36000,60,170,110,5,1
1023,4,1951,6,0,80,155,120,4,1
1024,4,1950,4,1800,160,162,90,4,1
1025,5,1943,1,-3,75,157,120,3,1
1026,4,1973,9,30000,100,164,110,3,5
1027,5,1965,4,0,72,162,140,2,1
1028,4,1925,3,2000,90,160,85,2,1
1029,4,1959,7,300000,300,171,140,3,4
1030,5,1971,7,80000,110,165,144,5,5
1031,4,1958,4,25000,120,160,80,3,2
1032,4,1946,1,3000,60,160,120,2,1
1033,5,1940,1,3000,20,156,140,5,1
1034,4,1928,1,1500,80,155,80,2,1
1035,4,1929,1,0,100,150,80,4,1
1036,4,1988,3,15000,80,160,90,4,4
1037,3,1956,3,20000,300,165,120,4,1
1038,4,1940,3,15000,220,150,130,5,1
1039,5,1948,4,10000,65,160,128,3,1
1040,4,1970,3,600,600,150,100,4,1
1041,4,1971,6,50000,90,175,130,4,4
1042,4,1954,4,6200,240,162,120,3,1
1043,2,1960,3,10000,80,154,125,2,1
1044,5,1990,12,10000,83,188,180,5,5
1045,4,1980,12,36000,100,178,140,4,5
1046,2,1966,3,0,50,165,110,5,3
1047,4,1941,9,3816,45,155,126,2,1
1048,4,1937,6,30000,84,169,130,3,1
1049,2,1962,3,10000,55,165,110,1,1
1050,2,1941,4,38000,86,176,135,3,4
1051,4,1964,4,0,30,160,145,2,1
1052,4,1987,4,25000,160,158,128,3,4
1053,3,1945,1,24000,190,155,108,5,1
1054,4,1930,7,30000,108,167,100,4,1
1055,4,1940,1,0,120,158,100,2,1
1056,5,1958,6,1500,150,172,150,4,1
1057,4,1988,4,36000,140,168,135,5,5
1058,4,1995,12,12000,100,155,100,4,4
1059,3,1958,3,0,120,160,110,4,1
1060,2,1962,4,0,55,170,180,2,3
1061,4,1951,1,5000,80,160,109,3,1
1062,5,1983,13,0,60,182,156,4,5
1063,2,1962,3,-2,100,150,130,2,1
1064,4,1968,4,-3,70,163,112,3,3
1065,-8,1965,6,-2,50,157,100,3,3
1066,4,1947,1,720,100,155,110,5,1
1067,4,1943,3,30000,75,151,126,4,5
1068,4,1988,10,39600,26.3,167,120,4,4
1069,3,1965,9,60000,150,161,110,4,4
1070,5,1958,6,10000,70,180,175,2,5
1071,2,1960,6,-3,40,185,120,1,1
1072,4,1994,11,0,44,172,105,4,5
1073,3,1969,4,30000,12,158,109,5,5
1074,5,1959,4,36000,90,160,120,3,1
1075,3,1955,4,2750,48,162,120,3,1
1076,2,1987,6,1000,20,176,128,5,5
1077,4,1941,1,3600,60,165,116,2,1
1078,3,1958,4,10000,83,178,186,4,2
1079,2,1997,4,0,200,156,102,3,2
1080,4,1947,3,10000,100,163,120,2,1
1081,4,1989,4,10000,300,176,134,5,1
1082,4,1952,1,0,80,150,110,3,1
1083,5,1969,4,22000,150,175,145,2,1
1084,4,1983,11,35000,100,179,140,5,5
1085,4,1988,4,0,50,160,110,4,4
1086,4,1964,4,1000,80,155,90,4,1
1087,4,1993,3,50000,10,178,176,3,5
1088,4,1966,4,30000,80,150,103,5,4
1089,4,1990,4,10000,50,170,112,3,4
1090,4,1970,4,0,50,165,120,3,4
1091,4,1951,3,10000,70,161,120,4,1
1092,4,1967,3,3000,60,158,170,4,1
1093,5,1955,1,0,200,165,120,5,1
1094,5,1992,10,0,80,160,40,5,5
1095,4,1956,7,40000,160,178,140,2,4
1096,4,1991,4,20000,220,158,120,4,4
1097,3,1944,3,5000,60,160,130,3,1
1098,4,1981,4,2000,120,158,110,2,1
1099,4,1977,4,0,90,163,137,4,4
1100,4,1939,3,1000,77,170,110,4,1
1101,4,1958,3,20000,360,160,116,2,1
1102,4,1965,6,0,54,158,115,2,1
1103,4,1955,3,28800,140,163,130,3,1
1104,4,1989,6,24000,90,170,160,5,5
1105,2,1985,3,20000,40,160,100,4,2
1106,4,1976,3,10000,50,165,118,4,1
1107,1,1970,3,0,150,168,108,2,1
1108,3,1970,4,-2,200,180,140,4,2
1109,5,1955,1,0,142,150,130,5,1
1110,3,1980,6,40000,180,156,102,4,5
1111,4,1982,4,-1,100,150,94,4,5
1112,3,1963,4,100000,200,165,110,3,4
1113,4,1990,13,100000,120,155,102,4,5
1114,4,1971,3,20000,125,159,110,3,2
1115,4,1953,4,50000,39,170,160,3,2
1116,4,1978,3,20000,70,158,118,2,1
1117,3,1940,4,38400,120,170,125,3,4
1118,2,1960,3,25000,80,160,130,3,1
1119,4,1970,4,200000,220,178,150,4,4
1120,4,1957,9,50000,100,165,130,5,2
1121,4,1988,4,35000,80,170,160,4,5
1122,4,1961,3,3000,35,147,130,2,1
1123,4,1976,7,-2,30,173,160,4,5
1124,3,1968,4,0,120,168,135,3,4
1125,4,1936,4,36000,34,150,100,2,1
1126,4,1939,6,35000,41,166,120,2,1
1127,5,1987,13,50000,110,162,98,4,5
1128,4,1985,12,30000,80,178,128,5,5
1129,3,1962,6,30000,111,165,150,4,2
1130,4,1969,4,30000,238,168,135,3,1
1131,4,1992,4,-3,90,175,130,4,5
1132,5,1995,12,0,45,160,95,5,5
1133,4,1951,1,9000,108,170,90,3,1
1134,3,1934,4,42000,34,167,140,3,1
1135,4,1950,1,12000,52,157,130,5,1
1136,2,1947,1,0,70,158,120,2,1
1137,5,1963,3,20000,150,171,130,5,1
1138,4,1956,6,20000,27,162,160,4,3
1139,5,1991,6,20000,110,175,160,5,5
1140,2,1951,3,8000,240,172,160,4,1
1141,2,1932,1,2100,70,140,70,1,1
1142,4,1952,3,12000,85,160,110,3,1
1143,3,1965,4,-3,45,165,130,4,3
1144,3,1944,1,0,230,155,80,3,1
1145,4,1974,4,20000,100,158,90,3,3
1146,4,1982,4,20000,120,165,107,5,3
1147,4,1975,7,0,51,163,102,4,3
1148,5,1930,1,4000,450,167,130,5,1
1149,4,1991,4,36000,210,167,120,5,5
1150,4,1972,2,15000,100,157,118,2,1
1151,4,1960,6,48000,99,165,130,4,3
1152,3,1950,4,10000,187,157,120,2,3
1153,4,1963,3,10000,100,150,116,2,1
1154,2,1950,3,0,60,160,120,2,1
1155,5,1934,1,-1,60,151,105,2,1
1156,4,1965,3,15000,300,165,120,2,1
1157,5,1951,4,50000,115,162,140,3,5
1158,5,1940,4,0,100,165,128,5,1
1159,4,1945,1,7000,80,164,115,4,1
1160,3,1975,3,-2,100,175,130,4,2
1161,5,1994,4,50000,330,163,100,5,3
1162,4,1950,4,30000,46,164,130,3,5
1163,4,1930,3,24000,142,150,145,2,1
1164,4,1946,3,0,640,170,103,4,1
1165,3,1950,1,2000,120,162,85,2,1
1166,5,1989,10,50000,100,178,136,5,5
1167,3,1992,6,54000,80,173,120,4,5
1168,1,1979,1,0,180,170,110,3,3
1169,4,1946,1,200,80,150,80,1,1
1170,4,1954,14,2500,64,165,98,1,1
1171,3,1970,4,20000,26,160,120,2,2
1172,4,1989,10,50000,250,170,140,4,4
1173,1,1982,4,15000,100,165,92,4,3
1174,3,1965,3,0,130,159,140,3,1
1175,5,1950,3,40000,80,157,110,4,1
1176,2,1956,3,3000,60,160,120,4,1
1177,4,1994,12,0,73,161,120,3,5
1178,5,1984,7,32000,100,170,130,5,5
1179,4,1956,7,36000,89,170,180,4,1
1180,4,1951,3,20000,200,164,108,3,1
1181,5,1994,6,30000,120,168,104,4,4
1182,5,1977,4,40000,46,170,150,5,4
1183,4,1968,4,60000,200,170,130,4,5
1184,4,1988,4,90000,68,165,112,4,4
1185,4,1965,4,30000,120,163,110,4,4
1186,5,1953,1,2570,700,150,130,1,1
1187,5,1971,4,10000,88,170,134,5,3
1188,4,1949,6,30000,44,160,120,4,2
1189,3,1955,1,10000,120,169,98,2,1
1190,4,1974,4,10000,40,167,140,5,5
1191,4,1945,4,24000,81,152,120,1,1
1192,4,1949,4,30000,75,159,106,2,5
1193,4,1957,4,10000,120,166,136,3,1
1194,4,1980,3,50000,100,158,116,4,1
1195,4,1957,6,70000,75,170,120,3,4
1196,3,1978,4,12000,56.4,160,108,3,5
1197,2,1941,4,27000,55,166,122,2,1
1198,2,1942,3,0,80,168,110,2,1
1199,4,1994,11,0,90,163,135,5,4
1200,4,1955,6,26000,64,181,198,5,1
1201,4,1971,3,120000,100,175,65,4,4
1202,2,1938,1,600,16,156,107,2,1
1203,4,1989,4,20000,300,160,120,4,4
1204,5,1975,6,0,150,155,118,2,2
1205,4,1991,13,7200,80,165,100,5,4
1206,4,1993,6,0,160,176,130,4,5
1207,4,1973,4,10000,70,165,110,4,4
1208,4,1955,4,45000,100,158,130,2,1
1209,3,1972,4,100000,150,155,110,4,4
1210,3,1973,7,50000,20,160,90,4,5
1211,4,1968,4,0,104,155,100,5,1
1212,4,1973,1,10000,120,165,150,3,3
1213,5,1995,4,0,180,158,86,4,5
1214,3,1960,3,14400,102,159,110,5,1
1215,4,1993,10,30000,110,155,80,3,5
1216,4,1958,4,30000,69,153,130,2,2
1217,5,1979,4,20000,78.4,156,120,4,2
1218,4,1971,10,40000,90,160,120,4,5
1219,4,1974,6,28800,110,172,160,5,4
1220,4,1968,8,30000,17,170,140,5,5
1221,3,1980,4,10000,120,165,160,3,4
1222,4,1974,4,10000,60,160,130,5,4
1223,2,1968,4,70000,200,172,150,4,4
1224,4,1978,6,24000,60,158,115,4,4
1225,4,1993,12,80000,150,180,130,5,5
1226,3,1976,6,36000,59,170,100,2,3
1227,2,1971,4,1500,85,157,108,3,1
1228,5,1966,4,0,94,155,140,4,1
1229,4,1957,1,2000,130,163,128,4,1
1230,4,1936,10,60000,73,160,140,2,1
1231,4,1963,3,2600,100,160,100,3,1
1232,2,1967,4,10000,50,164,150,3,1
1233,4,1935,1,3000,150,154,85,4,-8
1234,3,1948,3,8000,70,165,150,3,1
1235,4,1951,4,30000,43,163,110,2,1
1236,3,1950,4,40000,13,155,100,3,1
1237,5,1968,7,54000,40,162,120,5,2
1238,2,1995,4,50000,40,167,105,5,5
1239,3,1992,10,10000,100,178,140,5,5
1240,3,1954,3,2000,100,150,94,3,1
1241,4,1964,4,0,100,160,100,4,4
1242,4,1971,14,15000,85,172,120,4,1
1243,5,1940,3,36000,21,150,100,1,1
1244,2,1947,4,36000,49,150,130,3,2
1245,3,1950,6,42000,110,176,130,3,2
1246,4,1974,4,120000,150,165,120,5,1
1247,4,1973,4,100000,90,162,90,4,4
1248,4,1966,1,12000,100,170,120,3,1
1249,4,1968,4,10000,300,156,110,4,2
1250,3,1967,3,3000,60,170,110,3,1
1251,5,1961,1,8000,40,150,85,3,1
1252,3,1962,6,30000,120,156,96,4,1
1253,4,1987,4,-1,80,157,105,2,4
1254,4,1970,12,60000,130,165,104,3,5
1255,4,1934,3,40000,90,158,120,4,1
1256,4,1951,1,6500,90,162,105,4,1
1257,4,1950,3,12000,91,155,95,5,1
1258,4,1970,3,10000,125,158,100,5,2
1259,4,1948,12,50000,50,168,150,3,3
1260,5,1972,3,30000,80,170,150,5,1
1261,4,1969,4,40000,400,165,115,4,4
1262,3,1962,1,6500,160,155,100,4,1
